sale_id,sale_id.1,branch,city,customer_type,gender,product_name,product_category,unit_price,quantity,tax,total_price,reward_points,reward_points.1,sale_date,payment_method,rating
379,379,Chicago,Chicago,Member,Male,Home & Lifestyle,Home & Lifestyle,72.78,10.0,36.39,764.19,0.0,0.0,2/3/2024,Cash,7.3
380,380,Los Angeles,Los Angeles,Member,Male,Fashion & Accs,Fashion & Accs,53.78,1.0,2.69,56.47,0.0,0.0,2/3/2024,Ewallet,4.7
381,381,Chicago,Chicago,Normal,Male,Fashion & Accs,Fashion & Accs,77.02,5.0,19.26,404.36,0.0,0.0,2/3/2024,Cash,5.5
382,382,Chicago,Chicago,Member,Male,Food & Beverages,Food & Beverages,67.45,10.0,33.72,708.22,0.0,0.0,2/3/2024,Ewallet,4.2
383,383,New York,New York,Normal,Male,Food & Beverages,Food & Beverages,40.52,5.0,10.13,212.73,0.0,0.0,2/3/2024,Cash,4.5
384,384,New York,New York,Normal,Female,Sports & Travel,Sports & Travel,73.95,4.0,14.79,310.59,0.0,0.0,2/3/2024,Cash,6.1
385,385,New York,New York,Normal,Female,Sports & Travel,Sports & Travel,49.33,10.0,24.66,517.96,0.0,0.0,2/3/2024,Credit card,9.4
386,386,Los Angeles,Los Angeles,Member,Male,Sports & Travel,Sports & Travel,73.97,1.0,3.7,77.67,0.0,0.0,2/3/2024,Credit card,5.4
387,387,New York,New York,Normal,Female,Health & Beauty,Health & Beauty,13.85,9.0,6.23,130.88,0.0,0.0,2/4/2024,Ewallet,6.0
388,388,Chicago,Chicago,Member,Female,Electronics,Electronics,25.22,7.0,8.83,185.37,0.0,0.0,2/4/2024,Cash,8.2
389,389,Los Angeles,Los Angeles,Normal,Female,Food & Beverages,Food & Beverages,67.77,1.0,3.39,71.16,0.0,0.0,2/4/2024,Credit card,6.5
390,390,Los Angeles,Los Angeles,Member,Male,Food & Beverages,Food & Beverages,23.34,4.0,4.67,98.03,0.0,0.0,2/4/2024,Ewallet,7.4
391,391,New York,New York,Member,Male,Home & Lifestyle,Home & Lifestyle,13.98,1.0,0.7,14.68,0.0,0.0,2/4/2024,Ewallet,9.8
392,392,Chicago,Chicago,Member,Male,Electronics,Electronics,71.95,1.0,3.6,75.55,0.0,0.0,2/4/2024,Cash,7.3
393,393,Chicago,Chicago,Normal,Female,Sports & Travel,Sports & Travel,43.06,5.0,10.76,226.06,0.0,0.0,2/4/2024,Ewallet,7.7
394,394,Chicago,Chicago,Normal,Male,Electronics,Electronics,74.58,7.0,26.1,548.16,0.0,0.0,2/4/2024,Credit card,9.0
395,395,Los Angeles,Los Angeles,Member,Female,Fashion & Accs,Fashion & Accs,72.04,2.0,7.2,151.28,0.0,0.0,2/4/2024,Cash,9.5
396,396,Chicago,Chicago,Normal,Female,Fashion & Accs,Fashion & Accs,48.63,4.0,9.73,204.25,0.0,0.0,2/4/2024,Ewallet,7.6
397,397,Los Angeles,Los Angeles,Member,Female,Home & Lifestyle,Home & Lifestyle,77.68,9.0,34.96,734.08,0.0,0.0,2/4/2024,Ewallet,9.8
398,398,Chicago,Chicago,Member,Female,Fashion & Accs,Fashion & Accs,30.62,1.0,1.53,32.15,0.0,0.0,2/5/2024,Credit card,4.1
399,399,Los Angeles,Los Angeles,Member,Female,Food & Beverages,Food & Beverages,42.82,9.0,19.27,404.65,0.0,0.0,2/5/2024,Credit card,8.9
400,400,New York,New York,Member,Female,Food & Beverages,Food & Beverages,47.27,6.0,14.18,297.8,0.0,0.0,2/5/2024,Cash,8.8
401,401,Los Angeles,Los Angeles,Member,Female,Sports & Travel,Sports & Travel,16.49,2.0,1.65,34.63,0.0,0.0,2/5/2024,Ewallet,4.6
402,402,Chicago,Chicago,Member,Male,Electronics,Electronics,20.89,2.0,2.09,43.87,0.0,0.0,2/5/2024,Cash,9.8
403,403,New York,New York,Member,Male,Fashion & Accs,Fashion & Accs,69.33,2.0,6.93,145.59,0.0,0.0,2/5/2024,Ewallet,9.7
404,404,Los Angeles,Los Angeles,Normal,Female,Health & Beauty,Health & Beauty,58.24,9.0,26.21,550.37,0.0,0.0,2/5/2024,Cash,9.7
405,405,Chicago,Chicago,Member,Male,Food & Beverages,Food & Beverages,87.9,1.0,4.4,92.3,0.0,0.0,2/5/2024,Ewallet,6.7
406,406,Chicago,Chicago,Member,Female,Sports & Travel,Sports & Travel,75.2,3.0,11.28,236.88,0.0,0.0,2/5/2024,Ewallet,4.8
407,407,New York,New York,Member,Female,Health & Beauty,Health & Beauty,68.6,10.0,34.3,720.3,0.0,0.0,2/5/2024,Cash,9.1
408,408,New York,New York,Member,Female,Health & Beauty,Health & Beauty,98.21,3.0,14.73,309.36,0.0,0.0,2/5/2024,Credit card,7.8
409,409,Chicago,Chicago,Member,Male,Home & Lifestyle,Home & Lifestyle,25.91,6.0,7.77,163.23,0.0,0.0,2/5/2024,Ewallet,8.7
410,410,New York,New York,Normal,Male,Health & Beauty,Health & Beauty,89.75,1.0,4.49,94.24,0.0,0.0,2/6/2024,Credit card,6.6
411,411,New York,New York,Member,Male,Fashion & Accs,Fashion & Accs,96.98,4.0,19.4,407.32,0.0,0.0,2/6/2024,Ewallet,9.4
412,412,Los Angeles,Los Angeles,Normal,Male,Electronics,Electronics,22.95,10.0,11.48,240.98,0.0,0.0,2/6/2024,Ewallet,8.2
413,413,Los Angeles,Los Angeles,Member,Female,Food & Beverages,Food & Beverages,20.01,9.0,9.0,189.09,0.0,0.0,2/6/2024,Ewallet,4.1
414,414,New York,New York,Member,Male,Home & Lifestyle,Home & Lifestyle,35.81,5.0,8.95,188.0,0.0,0.0,2/6/2024,Ewallet,7.9
415,415,New York,New York,Member,Female,Food & Beverages,Food & Beverages,99.42,4.0,19.88,417.56,0.0,0.0,2/6/2024,Ewallet,7.5
416,416,Los Angeles,Los Angeles,Member,Male,Health & Beauty,Health & Beauty,25.9,10.0,12.95,271.95,0.0,0.0,2/6/2024,Ewallet,8.7
417,417,Chicago,Chicago,Member,Female,Home & Lifestyle,Home & Lifestyle,37.44,6.0,11.23,235.87,0.0,0.0,2/6/2024,Credit card,5.9
418,418,Los Angeles,Los Angeles,Member,Female,Fashion & Accs,Fashion & Accs,14.48,4.0,2.9,60.82,0.0,0.0,2/6/2024,Ewallet,4.5
419,419,New York,New York,Member,Female,Health & Beauty,Health & Beauty,28.5,8.0,11.4,239.4,0.0,0.0,2/6/2024,Cash,6.6
420,420,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,52.42,1.0,2.62,55.04,0.0,0.0,2/6/2024,Credit card,6.3
421,421,Los Angeles,Los Angeles,Member,Male,Electronics,Electronics,50.45,6.0,15.14,317.84,0.0,0.0,2/6/2024,Credit card,8.9
422,422,Chicago,Chicago,Normal,Female,Health & Beauty,Health & Beauty,35.68,5.0,8.92,187.32,0.0,0.0,2/6/2024,Credit card,6.6
423,423,Chicago,Chicago,Normal,Female,Electronics,Electronics,28.96,1.0,1.45,30.41,0.0,0.0,2/7/2024,Credit card,6.2
424,424,New York,New York,Normal,Female,Fashion & Accs,Fashion & Accs,60.41,8.0,24.16,507.44,0.0,0.0,2/7/2024,Ewallet,9.6
425,425,Chicago,Chicago,Normal,Male,Health & Beauty,Health & Beauty,89.6,8.0,35.84,752.64,0.0,0.0,2/7/2024,Ewallet,6.6
426,426,New York,New York,Normal,Female,Electronics,Electronics,40.86,8.0,16.34,343.22,0.0,0.0,2/7/2024,Credit card,6.5
427,427,Chicago,Chicago,Member,Female,Sports & Travel,Sports & Travel,45.58,1.0,2.28,47.86,0.0,0.0,2/7/2024,Cash,9.8
428,428,New York,New York,Member,Male,Sports & Travel,Sports & Travel,10.17,1.0,0.51,10.68,0.0,0.0,2/7/2024,Cash,5.9
429,429,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,43.46,6.0,13.04,273.8,0.0,0.0,2/7/2024,Ewallet,8.5
430,430,New York,New York,Member,Male,Electronics,Electronics,65.94,4.0,13.19,276.95,0.0,0.0,2/7/2024,Credit card,6.9
431,431,Los Angeles,Los Angeles,Normal,Male,Electronics,Electronics,79.39,10.0,39.7,833.6,0.0,0.0,2/7/2024,Cash,6.2
432,432,New York,New York,Normal,Female,Food & Beverages,Food & Beverages,16.48,6.0,4.94,103.82,0.0,0.0,2/7/2024,Ewallet,9.9
433,433,New York,New York,Normal,Male,Health & Beauty,Health & Beauty,58.95,10.0,29.48,618.98,0.0,0.0,2/7/2024,Ewallet,8.1
434,434,Los Angeles,Los Angeles,Normal,Female,Fashion & Accs,Fashion & Accs,63.71,5.0,15.93,334.48,0.0,0.0,2/7/2024,Ewallet,8.5
435,435,Los Angeles,Los Angeles,Normal,Female,Electronics,Electronics,57.91,8.0,23.16,486.44,0.0,0.0,2/7/2024,Cash,8.1
436,436,Chicago,Chicago,Normal,Female,Home & Lifestyle,Home & Lifestyle,93.12,8.0,37.25,782.21,0.0,0.0,2/7/2024,Cash,6.8
437,437,New York,New York,Normal,Male,Fashion & Accs,Fashion & Accs,86.13,2.0,8.61,180.87,0.0,0.0,2/7/2024,Cash,8.2
438,438,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,43.19,10.0,21.6,453.5,0.0,0.0,2/7/2024,Ewallet,8.2
439,439,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,22.02,9.0,9.91,208.09,0.0,0.0,2/7/2024,Cash,6.8
440,440,New York,New York,Normal,Male,Home & Lifestyle,Home & Lifestyle,16.67,7.0,5.83,122.52,0.0,0.0,2/7/2024,Ewallet,7.4
441,441,Los Angeles,Los Angeles,Normal,Male,Electronics,Electronics,46.02,6.0,13.81,289.93,0.0,0.0,2/7/2024,Cash,7.1
442,442,Los Angeles,Los Angeles,Member,Female,Food & Beverages,Food & Beverages,54.36,10.0,27.18,570.78,0.0,0.0,2/7/2024,Credit card,6.1
443,443,Los Angeles,Los Angeles,Normal,Male,Fashion & Accs,Fashion & Accs,33.52,1.0,1.68,35.2,0.0,0.0,2/8/2024,Cash,6.7
444,444,Chicago,Chicago,Normal,Male,Sports & Travel,Sports & Travel,86.31,7.0,30.21,634.38,0.0,0.0,2/8/2024,Ewallet,5.3
445,445,Los Angeles,Los Angeles,Normal,Female,Sports & Travel,Sports & Travel,90.28,9.0,40.63,853.15,0.0,0.0,2/8/2024,Ewallet,7.2
446,446,New York,New York,Member,Female,Sports & Travel,Sports & Travel,64.97,5.0,16.24,341.09,0.0,0.0,2/8/2024,Credit card,6.5
447,447,Chicago,Chicago,Member,Male,Fashion & Accs,Fashion & Accs,19.7,1.0,0.98,20.68,0.0,0.0,2/8/2024,Ewallet,9.5
448,448,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,97.21,10.0,48.6,1020.7,0.0,0.0,2/8/2024,Credit card,8.7
449,449,New York,New York,Member,Female,Health & Beauty,Health & Beauty,37.15,7.0,13.0,273.05,0.0,0.0,2/8/2024,Credit card,7.7
450,450,Los Angeles,Los Angeles,Member,Female,Sports & Travel,Sports & Travel,69.12,6.0,20.74,435.46,0.0,0.0,2/8/2024,Cash,5.6
451,451,Chicago,Chicago,Normal,Male,Fashion & Accs,Fashion & Accs,98.98,10.0,49.49,1039.29,0.0,0.0,2/8/2024,Credit card,8.7
452,452,Los Angeles,Los Angeles,Member,Male,Home & Lifestyle,Home & Lifestyle,46.47,4.0,9.29,195.17,0.0,0.0,2/8/2024,Cash,7.0
453,453,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,31.75,4.0,6.35,133.35,0.0,0.0,2/8/2024,Cash,8.6
454,454,Los Angeles,Los Angeles,Normal,Female,Home & Lifestyle,Home & Lifestyle,16.37,6.0,4.91,103.13,0.0,0.0,2/8/2024,Cash,7.0
455,455,Los Angeles,Los Angeles,Normal,Male,Home & Lifestyle,Home & Lifestyle,45.97,4.0,9.19,193.07,0.0,0.0,2/9/2024,Ewallet,5.1
456,456,Chicago,Chicago,Member,Male,Food & Beverages,Food & Beverages,35.04,9.0,15.77,331.13,0.0,0.0,2/9/2024,Ewallet,4.6
457,457,New York,New York,Normal,Male,Health & Beauty,Health & Beauty,84.61,10.0,42.31,888.41,0.0,0.0,2/9/2024,Credit card,8.8
458,458,New York,New York,Normal,Male,Food & Beverages,Food & Beverages,21.58,1.0,1.08,22.66,0.0,0.0,2/9/2024,Ewallet,7.2
459,459,Los Angeles,Los Angeles,Normal,Male,Fashion & Accs,Fashion & Accs,57.27,3.0,8.59,180.4,0.0,0.0,2/9/2024,Ewallet,6.5
460,460,Los Angeles,Los Angeles,Member,Female,Electronics,Electronics,81.4,3.0,12.21,256.41,0.0,0.0,2/9/2024,Cash,4.8
461,461,Chicago,Chicago,Member,Male,Food & Beverages,Food & Beverages,31.84,1.0,1.59,33.43,0.0,0.0,2/9/2024,Cash,7.7
462,462,New York,New York,Member,Female,Food & Beverages,Food & Beverages,21.08,3.0,3.16,66.4,0.0,0.0,2/9/2024,Cash,7.3
463,463,New York,New York,Member,Female,Home & Lifestyle,Home & Lifestyle,15.95,6.0,4.78,100.48,0.0,0.0,2/9/2024,Credit card,5.1
464,464,Chicago,Chicago,Member,Female,Sports & Travel,Sports & Travel,22.24,10.0,11.12,233.52,0.0,0.0,2/9/2024,Cash,4.2
465,465,New York,New York,Normal,Female,Electronics,Electronics,12.45,6.0,3.73,78.43,0.0,0.0,2/9/2024,Cash,4.1
466,466,New York,New York,Normal,Male,Fashion & Accs,Fashion & Accs,64.26,7.0,22.49,472.31,0.0,0.0,2/9/2024,Cash,5.7
467,467,Los Angeles,Los Angeles,Member,Male,Home & Lifestyle,Home & Lifestyle,65.91,6.0,19.77,415.23,0.0,0.0,2/9/2024,Cash,5.7
468,468,Chicago,Chicago,Member,Female,Fashion & Accs,Fashion & Accs,53.65,7.0,18.78,394.33,0.0,0.0,2/10/2024,Ewallet,5.2
469,469,Los Angeles,Los Angeles,Normal,Female,Sports & Travel,Sports & Travel,34.84,4.0,6.97,146.33,0.0,0.0,2/10/2024,Cash,7.4
470,470,Chicago,Chicago,Member,Female,Food & Beverages,Food & Beverages,44.59,5.0,11.15,234.1,0.0,0.0,2/10/2024,Cash,8.5
471,471,Chicago,Chicago,Normal,Male,Home & Lifestyle,Home & Lifestyle,74.07,1.0,3.7,77.77,0.0,0.0,2/10/2024,Ewallet,9.9
472,472,Los Angeles,Los Angeles,Member,Male,Electronics,Electronics,48.09,3.0,7.21,151.48,0.0,0.0,2/10/2024,Credit card,7.8
473,473,New York,New York,Member,Female,Electronics,Electronics,78.13,10.0,39.06,820.36,0.0,0.0,2/10/2024,Cash,4.4
474,474,Chicago,Chicago,Member,Female,Fashion & Accs,Fashion & Accs,30.14,10.0,15.07,316.47,0.0,0.0,2/10/2024,Ewallet,9.2
475,475,Los Angeles,Los Angeles,Member,Male,Home & Lifestyle,Home & Lifestyle,36.91,7.0,12.92,271.29,0.0,0.0,2/10/2024,Ewallet,6.7
476,476,New York,New York,Normal,Female,Health & Beauty,Health & Beauty,33.47,2.0,3.35,70.29,0.0,0.0,2/10/2024,Ewallet,6.7
477,477,Los Angeles,Los Angeles,Member,Male,Electronics,Electronics,18.93,6.0,5.68,119.26,0.0,0.0,2/10/2024,Credit card,8.1
478,478,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,73.38,7.0,25.68,539.34,0.0,0.0,2/10/2024,Cash,9.5
479,479,New York,New York,Member,Male,Home & Lifestyle,Home & Lifestyle,86.69,5.0,21.67,455.12,0.0,0.0,2/11/2024,Ewallet,9.4
480,480,New York,New York,Normal,Male,Food & Beverages,Food & Beverages,89.2,10.0,44.6,936.6,0.0,0.0,2/11/2024,Credit card,4.4
481,481,Los Angeles,Los Angeles,Normal,Female,Health & Beauty,Health & Beauty,84.09,9.0,37.84,794.65,0.0,0.0,2/11/2024,Cash,8.0
482,482,Los Angeles,Los Angeles,Member,Female,Food & Beverages,Food & Beverages,77.2,10.0,38.6,810.6,0.0,0.0,2/11/2024,Credit card,5.6
483,483,Los Angeles,Los Angeles,Normal,Female,Home & Lifestyle,Home & Lifestyle,77.04,3.0,11.56,242.68,0.0,0.0,2/11/2024,Credit card,7.2
484,484,Chicago,Chicago,Normal,Male,Home & Lifestyle,Home & Lifestyle,80.08,3.0,12.01,252.25,0.0,0.0,2/11/2024,Cash,5.4
485,485,New York,New York,Normal,Male,Fashion & Accs,Fashion & Accs,62.12,10.0,31.06,652.26,0.0,0.0,2/11/2024,Cash,5.9
486,486,Chicago,Chicago,Normal,Female,Sports & Travel,Sports & Travel,94.76,4.0,18.95,397.99,0.0,0.0,2/11/2024,Ewallet,7.8
487,487,Los Angeles,Los Angeles,Member,Female,Electronics,Electronics,39.48,1.0,1.97,41.45,0.0,0.0,2/12/2024,Cash,6.5
488,488,New York,New York,Member,Female,Food & Beverages,Food & Beverages,87.1,10.0,43.55,914.55,0.0,0.0,2/12/2024,Credit card,9.9
489,489,New York,New York,Member,Male,Fashion & Accs,Fashion & Accs,52.35,1.0,2.62,54.97,0.0,0.0,2/12/2024,Cash,4.0
490,490,Los Angeles,Los Angeles,Normal,Male,Fashion & Accs,Fashion & Accs,94.87,8.0,37.95,796.91,0.0,0.0,2/12/2024,Ewallet,8.7
491,491,Los Angeles,Los Angeles,Member,Male,Home & Lifestyle,Home & Lifestyle,60.38,10.0,30.19,633.99,0.0,0.0,2/12/2024,Cash,6.0
492,492,Chicago,Chicago,Normal,Female,Electronics,Electronics,46.95,5.0,11.74,246.49,0.0,0.0,2/12/2024,Ewallet,7.1
493,493,Chicago,Chicago,Normal,Male,Health & Beauty,Health & Beauty,25.43,6.0,7.63,160.21,0.0,0.0,2/12/2024,Ewallet,7.0
494,494,Chicago,Chicago,Member,Female,Sports & Travel,Sports & Travel,71.63,2.0,7.16,150.42,0.0,0.0,2/12/2024,Ewallet,8.8
495,495,Chicago,Chicago,Member,Male,Electronics,Electronics,76.82,1.0,3.84,80.66,0.0,0.0,2/13/2024,Ewallet,7.2
496,496,Los Angeles,Los Angeles,Member,Female,Sports & Travel,Sports & Travel,20.18,4.0,4.04,84.76,0.0,0.0,2/13/2024,Credit card,5.0
497,497,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,92.98,2.0,9.3,195.26,0.0,0.0,2/13/2024,Credit card,8.0
498,498,Los Angeles,Los Angeles,Member,Female,Fashion & Accs,Fashion & Accs,29.56,5.0,7.39,155.19,0.0,0.0,2/13/2024,Cash,6.9
499,499,New York,New York,Normal,Female,Fashion & Accs,Fashion & Accs,22.51,7.0,7.88,165.45,0.0,0.0,2/13/2024,Credit card,4.8
500,500,New York,New York,Member,Female,Food & Beverages,Food & Beverages,14.87,2.0,1.49,31.23,0.0,0.0,2/13/2024,Credit card,8.9
501,501,Chicago,Chicago,Member,Male,Electronics,Electronics,32.25,4.0,6.45,135.45,0.0,0.0,2/13/2024,Ewallet,6.5
502,502,Los Angeles,Los Angeles,Normal,Male,Sports & Travel,Sports & Travel,13.69,6.0,4.11,86.25,0.0,0.0,2/13/2024,Cash,6.3
503,503,Chicago,Chicago,Member,Male,Health & Beauty,Health & Beauty,91.3,1.0,4.57,95.87,0.0,0.0,2/14/2024,Ewallet,9.2
504,504,Chicago,Chicago,Normal,Male,Sports & Travel,Sports & Travel,44.65,3.0,6.7,140.65,0.0,0.0,2/14/2024,Cash,6.2
505,505,Los Angeles,Los Angeles,Member,Male,Health & Beauty,Health & Beauty,75.74,4.0,15.15,318.11,0.0,0.0,2/14/2024,Cash,7.6
506,506,Los Angeles,Los Angeles,Member,Female,Sports & Travel,Sports & Travel,60.08,7.0,21.03,441.59,0.0,0.0,2/14/2024,Credit card,4.5
507,507,New York,New York,Member,Male,Food & Beverages,Food & Beverages,27.66,10.0,13.83,290.43,0.0,0.0,2/14/2024,Credit card,8.9
508,508,New York,New York,Member,Male,Food & Beverages,Food & Beverages,99.37,2.0,9.94,208.68,0.0,0.0,2/14/2024,Cash,5.2
509,509,New York,New York,Normal,Female,Health & Beauty,Health & Beauty,58.32,2.0,5.83,122.47,0.0,0.0,2/14/2024,Ewallet,6.0
510,510,Chicago,Chicago,Normal,Female,Electronics,Electronics,99.56,8.0,39.82,836.3,0.0,0.0,2/14/2024,Credit card,5.2
511,511,New York,New York,Normal,Female,Electronics,Electronics,32.8,10.0,16.4,344.4,0.0,0.0,2/15/2024,Cash,6.2
512,512,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,52.2,3.0,7.83,164.43,0.0,0.0,2/15/2024,Credit card,9.5
513,513,Chicago,Chicago,Normal,Female,Home & Lifestyle,Home & Lifestyle,69.96,8.0,27.98,587.66,0.0,0.0,2/15/2024,Credit card,6.4
514,514,Los Angeles,Los Angeles,Normal,Female,Fashion & Accs,Fashion & Accs,72.84,7.0,25.49,535.37,0.0,0.0,2/15/2024,Cash,8.4
515,515,New York,New York,Member,Female,Electronics,Electronics,98.84,1.0,4.94,103.78,0.0,0.0,2/15/2024,Cash,8.4
516,516,Los Angeles,Los Angeles,Member,Female,Health & Beauty,Health & Beauty,76.9,7.0,26.92,565.22,0.0,0.0,2/15/2024,Cash,7.7
517,517,Los Angeles,Los Angeles,Member,Female,Food & Beverages,Food & Beverages,77.4,9.0,34.83,731.43,0.0,0.0,2/15/2024,Credit card,4.5
518,518,Chicago,Chicago,Normal,Female,Food & Beverages,Food & Beverages,67.1,3.0,10.06,211.36,0.0,0.0,2/15/2024,Cash,7.5
519,519,New York,New York,Normal,Male,Health & Beauty,Health & Beauty,33.64,8.0,13.46,282.58,0.0,0.0,2/15/2024,Credit card,9.3
520,520,New York,New York,Member,Male,Health & Beauty,Health & Beauty,68.55,4.0,13.71,287.91,0.0,0.0,2/15/2024,Credit card,9.2
521,521,New York,New York,Member,Female,Sports & Travel,Sports & Travel,24.74,3.0,3.71,77.93,0.0,0.0,2/15/2024,Credit card,10.0
522,522,Chicago,Chicago,Normal,Male,Health & Beauty,Health & Beauty,15.26,6.0,4.58,96.14,0.0,0.0,2/15/2024,Ewallet,9.8
523,523,Los Angeles,Los Angeles,Member,Male,Sports & Travel,Sports & Travel,88.31,1.0,4.42,92.73,0.0,0.0,2/15/2024,Credit card,5.2
524,524,Los Angeles,Los Angeles,Normal,Female,Electronics,Electronics,88.25,9.0,39.71,833.96,0.0,0.0,2/15/2024,Credit card,7.6
525,525,Los Angeles,Los Angeles,Normal,Male,Health & Beauty,Health & Beauty,57.59,6.0,17.28,362.82,0.0,0.0,2/15/2024,Cash,5.1
526,526,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,80.48,3.0,12.07,253.51,0.0,0.0,2/15/2024,Cash,8.1
527,527,Los Angeles,Los Angeles,Member,Male,Home & Lifestyle,Home & Lifestyle,17.77,5.0,4.44,93.29,0.0,0.0,2/15/2024,Credit card,5.4
528,528,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,99.3,10.0,49.65,1042.65,0.0,0.0,2/15/2024,Credit card,6.6
529,529,Chicago,Chicago,Normal,Male,Fashion & Accs,Fashion & Accs,51.94,3.0,7.79,163.61,0.0,0.0,2/15/2024,Cash,7.9
530,530,New York,New York,Member,Female,Health & Beauty,Health & Beauty,47.71,6.0,14.31,300.57,0.0,0.0,2/16/2024,Ewallet,4.4
531,531,Chicago,Chicago,Member,Male,Food & Beverages,Food & Beverages,24.82,7.0,8.69,182.43,0.0,0.0,2/16/2024,Credit card,7.1
532,532,New York,New York,Member,Male,Electronics,Electronics,12.05,5.0,3.01,63.26,0.0,0.0,2/16/2024,Ewallet,5.5
533,533,Los Angeles,Los Angeles,Normal,Male,Sports & Travel,Sports & Travel,51.91,10.0,25.96,545.06,0.0,0.0,2/16/2024,Cash,8.2
534,534,Los Angeles,Los Angeles,Normal,Female,Fashion & Accs,Fashion & Accs,36.51,9.0,16.43,345.02,0.0,0.0,2/16/2024,Cash,4.2
535,535,Los Angeles,Los Angeles,Member,Male,Fashion & Accs,Fashion & Accs,60.18,4.0,12.04,252.76,0.0,0.0,2/16/2024,Credit card,9.4
536,536,New York,New York,Member,Female,Fashion & Accs,Fashion & Accs,97.79,7.0,34.23,718.76,0.0,0.0,2/16/2024,Ewallet,4.9
537,537,Los Angeles,Los Angeles,Member,Male,Fashion & Accs,Fashion & Accs,91.35,1.0,4.57,95.92,0.0,0.0,2/16/2024,Cash,6.8
538,538,New York,New York,Normal,Female,Sports & Travel,Sports & Travel,46.66,9.0,21.0,440.94,0.0,0.0,2/17/2024,Ewallet,5.3
539,539,Los Angeles,Los Angeles,Member,Female,Electronics,Electronics,35.74,8.0,14.3,300.22,0.0,0.0,2/17/2024,Ewallet,4.9
540,540,New York,New York,Member,Female,Sports & Travel,Sports & Travel,67.99,7.0,23.8,499.73,0.0,0.0,2/17/2024,Ewallet,5.7
541,541,Chicago,Chicago,Member,Female,Home & Lifestyle,Home & Lifestyle,88.79,8.0,35.52,745.84,0.0,0.0,2/17/2024,Cash,4.1
542,542,New York,New York,Normal,Male,Electronics,Electronics,11.81,5.0,2.95,62.0,0.0,0.0,2/17/2024,Cash,9.4
543,543,Chicago,Chicago,Member,Male,Food & Beverages,Food & Beverages,80.96,8.0,32.38,680.06,0.0,0.0,2/17/2024,Credit card,7.4
544,544,Los Angeles,Los Angeles,Member,Male,Electronics,Electronics,87.45,6.0,26.24,550.94,0.0,0.0,2/17/2024,Credit card,8.8
545,545,Chicago,Chicago,Normal,Male,Electronics,Electronics,34.56,5.0,8.64,181.44,0.0,0.0,2/17/2024,Ewallet,9.9
546,546,Chicago,Chicago,Normal,Male,Food & Beverages,Food & Beverages,32.9,3.0,4.93,103.63,0.0,0.0,2/17/2024,Credit card,9.1
547,547,New York,New York,Member,Female,Food & Beverages,Food & Beverages,71.39,5.0,17.85,374.8,0.0,0.0,2/17/2024,Credit card,5.5
548,548,Chicago,Chicago,Normal,Male,Sports & Travel,Sports & Travel,98.09,9.0,44.14,926.95,0.0,0.0,2/17/2024,Cash,9.3
549,549,Chicago,Chicago,Member,Female,Health & Beauty,Health & Beauty,92.09,3.0,13.81,290.08,0.0,0.0,2/17/2024,Cash,4.2
550,550,Chicago,Chicago,Normal,Male,Fashion & Accs,Fashion & Accs,45.38,3.0,6.81,142.95,0.0,0.0,2/17/2024,Credit card,7.2
551,551,Chicago,Chicago,Member,Female,Home & Lifestyle,Home & Lifestyle,34.42,6.0,10.33,216.85,0.0,0.0,2/18/2024,Cash,9.8
552,552,New York,New York,Normal,Male,Fashion & Accs,Fashion & Accs,90.22,3.0,13.53,284.19,0.0,0.0,2/18/2024,Cash,6.2
553,553,Los Angeles,Los Angeles,Normal,Female,Health & Beauty,Health & Beauty,14.76,2.0,1.48,31.0,0.0,0.0,2/18/2024,Ewallet,4.3
554,554,New York,New York,Member,Female,Electronics,Electronics,60.95,1.0,3.05,64.0,0.0,0.0,2/18/2024,Ewallet,5.9
555,555,Chicago,Chicago,Member,Female,Fashion & Accs,Fashion & Accs,88.34,7.0,30.92,649.3,0.0,0.0,2/18/2024,Cash,6.6
556,556,New York,New York,Member,Male,Health & Beauty,Health & Beauty,44.07,4.0,8.81,185.09,0.0,0.0,2/18/2024,Ewallet,8.4
557,557,Chicago,Chicago,Member,Female,Electronics,Electronics,62.48,1.0,3.12,65.6,0.0,0.0,2/18/2024,Cash,4.7
558,558,Chicago,Chicago,Normal,Female,Fashion & Accs,Fashion & Accs,98.48,2.0,9.85,206.81,0.0,0.0,2/19/2024,Ewallet,9.2
559,559,Chicago,Chicago,Member,Female,Food & Beverages,Food & Beverages,98.66,9.0,44.4,932.34,0.0,0.0,2/19/2024,Cash,8.4
560,560,Chicago,Chicago,Normal,Male,Health & Beauty,Health & Beauty,50.79,5.0,12.7,266.65,0.0,0.0,2/19/2024,Credit card,5.3
