sale_id,branch,city,customer_type,gender,product_name,product_category,unit_price,quantity,tax,total_price,reward_points,sale_date
270,Chicago,Chicago,Normal,Female,Notebook,Stationery,16.05,18,20.22,309.12,0,2025-03-31
271,Chicago,Chicago,Normal,Male,Orange Juice,Personal Care,17.89,1,1.25,19.14,0,2025-04-01
272,New York,New York,Member,Female,Detergent,Beverages,14.76,12,12.4,189.52,18,2025-04-02
273,New York,New York,Normal,Male,Notebook,Personal Care,5.0,9,3.15,48.15,0,2025-04-03
274,New York,New York,Member,Male,Orange Juice,Stationery,6.42,5,2.25,34.35,3,2025-04-04
275,Los Angeles,Los Angeles,Member,Male,Notebook,Beverages,6.37,17,7.58,115.87,11,2025-04-05
276,Los Angeles,Los Angeles,Normal,Male,Detergent,Stationery,6.74,16,7.55,115.39,0,2025-04-06
277,New York,New York,Normal,Female,Apple,Household,15.7,12,13.19,201.59,0,2025-04-07
278,Los Angeles,Los Angeles,Member,Male,Detergent,Fruits,19.93,8,11.16,170.6,17,2025-04-08
279,Los Angeles,Los Angeles,Normal,Male,Notebook,Personal Care,2.4,17,2.86,43.66,0,2025-04-09
280,Los Angeles,Los Angeles,Normal,Female,Shampoo,Stationery,1.94,6,0.81,12.45,0,2025-04-10
281,Los Angeles,Los Angeles,Member,Male,Shampoo,Fruits,4.31,6,1.81,27.67,2,2025-04-11
282,New York,New York,Member,Female,Detergent,Stationery,15.53,1,1.09,16.62,1,2025-04-12
283,Chicago,Chicago,Normal,Female,Detergent,Personal Care,18.01,4,5.04,77.08,0,2025-04-13
284,Los Angeles,Los Angeles,Member,Male,Shampoo,Personal Care,7.79,10,5.45,83.35,8,2025-04-14
285,Los Angeles,Los Angeles,Member,Male,Orange Juice,Beverages,1.5,4,0.42,6.42,0,2025-04-15
286,Chicago,Chicago,Normal,Male,Detergent,Stationery,1.45,11,1.12,17.07,0,2025-04-16
287,Chicago,Chicago,Normal,Female,Apple,Fruits,8.8,6,3.7,56.5,0,2025-04-17
288,New York,New York,Normal,Female,Detergent,Household,1.92,19,2.55,39.03,0,2025-04-18
289,Los Angeles,Los Angeles,Normal,Female,Detergent,Beverages,20.43,8,11.44,174.88,0,2025-04-19
290,New York,New York,Normal,Female,Shampoo,Personal Care,18.24,6,7.66,117.1,0,2025-04-20
291,Chicago,Chicago,Member,Female,Detergent,Fruits,2.16,18,2.72,41.6,4,2025-04-21
292,New York,New York,Member,Female,Notebook,Personal Care,8.74,16,9.79,149.63,14,2025-04-22
293,New York,New York,Member,Female,Apple,Household,18.32,9,11.54,176.42,17,2025-04-23
294,Los Angeles,Los Angeles,Normal,Male,Shampoo,Stationery,3.79,19,5.04,77.05,0,2025-04-24
295,Los Angeles,Los Angeles,Member,Male,Orange Juice,Stationery,12.24,2,1.71,26.19,2,2025-04-25
296,New York,New York,Normal,Male,Detergent,Beverages,1.76,5,0.62,9.42,0,2025-04-26
297,Los Angeles,Los Angeles,Member,Male,Orange Juice,Household,13.6,7,6.66,101.86,10,2025-04-27
298,New York,New York,Member,Female,Detergent,Fruits,11.97,7,5.87,89.66,8,2025-04-28
299,Chicago,Chicago,Normal,Female,Orange Juice,Personal Care,13.49,15,14.16,216.51,0,2025-04-29
300,New York,New York,Normal,Male,Apple,Stationery,9.85,12,8.27,126.47,0,2025-04-30
301,New York,New York,Member,Male,Shampoo,Household,13.68,7,6.7,102.46,10,2025-05-01
302,Chicago,Chicago,Normal,Male,Notebook,Beverages,14.79,18,18.64,284.86,0,2025-05-02
303,Chicago,Chicago,Member,Female,Orange Juice,Household,9.74,17,11.59,177.17,17,2025-05-03
304,New York,New York,Normal,Male,Shampoo,Beverages,6.94,14,6.8,103.96,0,2025-05-04
305,Chicago,Chicago,Member,Female,Apple,Fruits,2.78,2,0.39,5.95,0,2025-05-05
306,Chicago,Chicago,Member,Male,Apple,Personal Care,17.58,1,1.23,18.81,1,2025-05-06
307,Los Angeles,Los Angeles,Normal,Female,Detergent,Personal Care,14.2,1,0.99,15.19,0,2025-05-07
308,Los Angeles,Los Angeles,Member,Male,Detergent,Fruits,8.26,4,2.31,35.35,3,2025-05-08
309,New York,New York,Member,Male,Orange Juice,Beverages,8.62,1,0.6,9.22,0,2025-05-09
310,Chicago,Chicago,Member,Male,Orange Juice,Household,8.02,17,9.54,145.88,14,2025-05-10
311,Chicago,Chicago,Member,Female,Apple,Fruits,20.18,5,7.06,107.96,10,2025-05-11
312,Los Angeles,Los Angeles,Member,Female,Detergent,Stationery,9.87,4,2.76,42.24,4,2025-05-12
313,Los Angeles,Los Angeles,Normal,Female,Detergent,Fruits,5.37,13,4.89,74.7,0,2025-05-13
314,Los Angeles,Los Angeles,Normal,Female,Notebook,Fruits,11.36,3,2.39,36.47,0,2025-05-14
315,Los Angeles,Los Angeles,Member,Female,Detergent,Fruits,1.1,5,0.39,5.89,0,2025-05-15
316,New York,New York,Normal,Female,Shampoo,Stationery,1.09,4,0.31,4.67,0,2025-05-16
317,Chicago,Chicago,Normal,Female,Orange Juice,Stationery,3.07,18,3.87,59.13,0,2025-05-17
318,Chicago,Chicago,Normal,Female,Notebook,Stationery,16.36,16,18.32,280.08,0,2025-05-18
319,Los Angeles,Los Angeles,Member,Female,Notebook,Household,15.79,8,8.84,135.16,13,2025-05-19
320,New York,New York,Normal,Male,Notebook,Beverages,16.89,20,23.65,361.45,0,2025-05-20
321,Los Angeles,Los Angeles,Normal,Male,Notebook,Fruits,13.46,15,14.13,216.03,0,2025-05-21
322,Chicago,Chicago,Member,Female,Apple,Stationery,4.31,16,4.83,73.79,7,2025-05-22
323,Los Angeles,Los Angeles,Member,Male,Orange Juice,Personal Care,19.14,5,6.7,102.4,10,2025-05-23
324,Chicago,Chicago,Normal,Male,Notebook,Beverages,1.5,13,1.37,20.87,0,2025-05-24
325,Los Angeles,Los Angeles,Member,Female,Detergent,Household,18.3,19,24.34,372.04,37,2025-05-25
326,Los Angeles,Los Angeles,Normal,Male,Apple,Household,5.13,14,5.03,76.85,0,2025-05-26
327,Los Angeles,Los Angeles,Member,Male,Shampoo,Fruits,4.25,11,3.27,50.02,5,2025-05-27
328,Los Angeles,Los Angeles,Member,Male,Shampoo,Personal Care,18.22,5,6.38,97.48,9,2025-05-28
329,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Personal Care,1.24,10,0.87,13.27,0,2025-05-29
330,Los Angeles,Los Angeles,Normal,Female,Detergent,Beverages,4.9,12,4.12,62.92,0,2025-05-30
331,Los Angeles,Los Angeles,Member,Female,Notebook,Beverages,12.75,3,2.68,40.93,4,2025-05-31
332,New York,New York,Member,Female,Notebook,Personal Care,20.53,18,25.87,395.41,39,2025-06-01
333,New York,New York,Member,Male,Apple,Personal Care,19.18,4,5.37,82.09,8,2025-06-02
334,Los Angeles,Los Angeles,Member,Male,Apple,Beverages,17.71,13,16.12,246.35,24,2025-06-03
335,Chicago,Chicago,Member,Female,Apple,Stationery,18.25,14,17.89,273.39,27,2025-06-04
336,Chicago,Chicago,Normal,Male,Shampoo,Fruits,9.5,12,7.98,121.98,0,2025-06-05
337,New York,New York,Member,Female,Notebook,Personal Care,6.5,5,2.28,34.78,3,2025-06-06
338,Los Angeles,Los Angeles,Member,Female,Detergent,Stationery,9.19,2,1.29,19.67,1,2025-06-07
339,Los Angeles,Los Angeles,Member,Male,Notebook,Personal Care,9.59,20,13.43,205.23,20,2025-06-08
340,Los Angeles,Los Angeles,Member,Female,Orange Juice,Stationery,8.85,18,11.15,170.45,17,2025-06-09
341,New York,New York,Normal,Male,Shampoo,Stationery,7.01,12,5.89,90.01,0,2025-06-10
342,Los Angeles,Los Angeles,Normal,Male,Shampoo,Stationery,15.87,2,2.22,33.96,0,2025-06-11
343,Chicago,Chicago,Member,Male,Apple,Personal Care,4.59,13,4.18,63.85,6,2025-06-12
344,New York,New York,Normal,Female,Apple,Personal Care,15.37,9,9.68,148.01,0,2025-06-13
345,New York,New York,Normal,Female,Apple,Beverages,10.07,7,4.93,75.42,0,2025-06-14
346,Chicago,Chicago,Normal,Male,Notebook,Stationery,5.67,10,3.97,60.67,0,2025-06-15
347,Los Angeles,Los Angeles,Member,Female,Notebook,Beverages,18.58,9,11.71,178.93,17,2025-06-16
348,New York,New York,Normal,Female,Shampoo,Beverages,20.85,7,10.22,156.17,0,2025-06-17
349,Chicago,Chicago,Member,Male,Apple,Household,4.53,11,3.49,53.32,5,2025-06-18
350,New York,New York,Member,Male,Orange Juice,Personal Care,6.89,8,3.86,58.98,5,2025-06-19
351,Los Angeles,Los Angeles,Member,Male,Shampoo,Fruits,7.0,16,7.84,119.84,11,2025-06-20
352,Los Angeles,Los Angeles,Member,Female,Orange Juice,Household,5.61,16,6.28,96.04,9,2025-06-21
353,Los Angeles,Los Angeles,Member,Female,Shampoo,Household,7.64,11,5.88,89.92,8,2025-06-22
354,Los Angeles,Los Angeles,Member,Male,Orange Juice,Fruits,17.4,9,10.96,167.56,16,2025-06-23
355,Chicago,Chicago,Normal,Female,Orange Juice,Household,3.76,11,2.9,44.26,0,2025-06-24
356,Chicago,Chicago,Normal,Female,Orange Juice,Fruits,3.89,2,0.54,8.32,0,2025-06-25
357,Los Angeles,Los Angeles,Normal,Male,Detergent,Fruits,6.2,15,6.51,99.51,0,2025-06-26
358,New York,New York,Normal,Male,Notebook,Fruits,10.36,18,13.05,199.53,0,2025-06-27
359,Los Angeles,Los Angeles,Normal,Female,Notebook,Beverages,2.58,19,3.43,52.45,0,2025-06-28
360,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Personal Care,2.12,16,2.37,36.29,0,2025-06-29
361,Chicago,Chicago,Normal,Female,Shampoo,Stationery,19.95,2,2.79,42.69,0,2025-01-01
362,Chicago,Chicago,Normal,Female,Notebook,Fruits,19.12,17,22.75,347.79,0,2025-01-02
363,New York,New York,Normal,Female,Shampoo,Household,18.71,11,14.41,220.22,0,2025-01-03
364,New York,New York,Member,Male,Shampoo,Personal Care,15.13,20,21.18,323.78,32,2025-01-04
365,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Fruits,19.44,19,25.86,395.22,0,2025-01-05
366,Los Angeles,Los Angeles,Member,Male,Orange Juice,Personal Care,19.9,8,11.14,170.34,17,2025-01-06
367,Los Angeles,Los Angeles,Member,Female,Orange Juice,Beverages,12.2,6,5.12,78.32,7,2025-01-07
368,New York,New York,Normal,Male,Shampoo,Stationery,15.99,3,3.36,51.33,0,2025-01-08
369,New York,New York,Member,Female,Detergent,Fruits,12.78,8,7.16,109.4,10,2025-01-09
370,Chicago,Chicago,Member,Male,Apple,Stationery,1.13,1,0.08,1.21,0,2025-01-10
371,Los Angeles,Los Angeles,Member,Female,Apple,Fruits,4.61,10,3.23,49.33,4,2025-01-11
372,New York,New York,Member,Female,Orange Juice,Beverages,20.0,2,2.8,42.8,4,2025-01-12
373,New York,New York,Member,Male,Apple,Personal Care,13.7,14,13.43,205.23,20,2025-01-13
374,Chicago,Chicago,Normal,Female,Shampoo,Fruits,7.58,20,10.61,162.21,0,2025-01-14
375,Los Angeles,Los Angeles,Member,Female,Notebook,Stationery,1.66,1,0.12,1.78,0,2025-01-15
376,Los Angeles,Los Angeles,Normal,Female,Notebook,Fruits,5.27,6,2.21,33.83,0,2025-01-16
377,New York,New York,Normal,Male,Notebook,Stationery,15.04,11,11.58,177.02,0,2025-01-17
378,New York,New York,Normal,Female,Notebook,Beverages,2.61,12,2.19,33.51,0,2025-01-18
379,New York,New York,Normal,Female,Orange Juice,Fruits,11.3,4,3.16,48.36,0,2025-01-19
380,Los Angeles,Los Angeles,Normal,Male,Detergent,Fruits,11.52,2,1.61,24.65,0,2025-01-20
381,Chicago,Chicago,Member,Male,Shampoo,Stationery,8.56,17,10.19,155.71,15,2025-01-21
382,New York,New York,Member,Female,Detergent,Personal Care,2.11,6,0.89,13.55,1,2025-01-22
383,Chicago,Chicago,Member,Female,Shampoo,Personal Care,15.48,11,11.92,182.2,18,2025-01-23
384,Los Angeles,Los Angeles,Member,Male,Orange Juice,Fruits,3.25,20,4.55,69.55,6,2025-01-24
385,New York,New York,Member,Male,Notebook,Stationery,1.27,2,0.18,2.72,0,2025-01-25
386,Los Angeles,Los Angeles,Normal,Male,Detergent,Fruits,10.94,20,15.32,234.12,0,2025-01-26
387,New York,New York,Member,Male,Shampoo,Household,9.43,1,0.66,10.09,1,2025-01-27
388,New York,New York,Normal,Male,Orange Juice,Household,11.75,14,11.52,176.02,0,2025-01-28
389,Chicago,Chicago,Member,Male,Orange Juice,Household,19.88,10,13.92,212.72,21,2025-01-29
390,Chicago,Chicago,Member,Male,Orange Juice,Fruits,12.38,10,8.67,132.47,13,2025-01-30
391,Los Angeles,Los Angeles,Normal,Male,Apple,Beverages,16.43,5,5.75,87.9,0,2025-01-31
392,Los Angeles,Los Angeles,Member,Male,Detergent,Household,9.35,3,1.96,30.01,3,2025-02-01
393,New York,New York,Normal,Female,Orange Juice,Household,5.19,15,5.45,83.3,0,2025-02-02
394,Los Angeles,Los Angeles,Member,Male,Orange Juice,Beverages,12.07,7,5.91,90.4,9,2025-02-03
395,Chicago,Chicago,Normal,Male,Orange Juice,Stationery,13.42,8,7.52,114.88,0,2025-02-04
396,Los Angeles,Los Angeles,Member,Male,Notebook,Beverages,3.34,13,3.04,46.46,4,2025-02-05
397,Los Angeles,Los Angeles,Member,Female,Notebook,Fruits,2.44,4,0.68,10.44,1,2025-02-06
398,New York,New York,Normal,Male,Apple,Fruits,19.17,2,2.68,41.02,0,2025-02-07
399,Chicago,Chicago,Normal,Female,Shampoo,Fruits,6.47,19,8.61,131.54,0,2025-02-08
400,New York,New York,Normal,Male,Notebook,Personal Care,16.38,12,13.76,210.32,0,2025-02-09
401,Los Angeles,Los Angeles,Normal,Female,Detergent,Fruits,3.8,5,1.33,20.33,0,2025-02-10
402,Chicago,Chicago,Normal,Male,Detergent,Fruits,17.6,8,9.86,150.66,0,2025-02-11
403,New York,New York,Member,Female,Apple,Stationery,5.09,4,1.43,21.79,2,2025-02-12
404,Los Angeles,Los Angeles,Member,Male,Detergent,Beverages,16.33,2,2.29,34.95,3,2025-02-13
405,Chicago,Chicago,Normal,Male,Detergent,Household,3.4,13,3.09,47.29,0,2025-02-14
406,Chicago,Chicago,Member,Male,Detergent,Household,13.3,17,15.83,241.93,24,2025-02-15
407,Los Angeles,Los Angeles,Member,Male,Notebook,Fruits,12.39,7,6.07,92.8,9,2025-02-16
408,Chicago,Chicago,Normal,Female,Detergent,Stationery,2.62,14,2.57,39.25,0,2025-02-17
409,Los Angeles,Los Angeles,Normal,Female,Shampoo,Fruits,18.12,2,2.54,38.78,0,2025-02-18
410,Los Angeles,Los Angeles,Member,Female,Detergent,Beverages,7.28,18,9.17,140.21,14,2025-02-19
411,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Fruits,17.85,11,13.74,210.09,0,2025-02-20
412,New York,New York,Member,Male,Orange Juice,Personal Care,6.46,6,2.71,41.47,4,2025-02-21
413,Chicago,Chicago,Member,Female,Detergent,Stationery,8.72,5,3.05,46.65,4,2025-02-22
414,Chicago,Chicago,Normal,Female,Shampoo,Personal Care,15.92,5,5.57,85.17,0,2025-02-23
415,New York,New York,Normal,Male,Apple,Fruits,15.52,8,8.69,132.85,0,2025-02-24
416,Chicago,Chicago,Member,Female,Detergent,Fruits,8.26,10,5.78,88.38,8,2025-02-25
417,New York,New York,Member,Female,Notebook,Personal Care,13.19,17,15.7,239.93,23,2025-02-26
418,Chicago,Chicago,Member,Female,Apple,Household,1.21,20,1.69,25.89,2,2025-02-27
419,New York,New York,Normal,Male,Detergent,Household,20.63,11,15.89,242.82,0,2025-02-28
420,New York,New York,Normal,Male,Orange Juice,Stationery,5.13,9,3.23,49.4,0,2025-03-01
421,Los Angeles,Los Angeles,Member,Female,Shampoo,Household,2.14,6,0.9,13.74,1,2025-03-02
422,New York,New York,Member,Male,Shampoo,Personal Care,6.85,4,1.92,29.32,2,2025-03-03
423,Los Angeles,Los Angeles,Normal,Male,Apple,Personal Care,12.59,17,14.98,229.01,0,2025-03-04
424,Chicago,Chicago,Member,Female,Shampoo,Stationery,20.82,6,8.74,133.66,13,2025-03-05
425,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Fruits,7.51,18,9.46,144.64,0,2025-03-06
426,Chicago,Chicago,Member,Male,Detergent,Stationery,4.29,20,6.01,91.81,9,2025-03-07
427,New York,New York,Normal,Female,Apple,Personal Care,11.05,7,5.41,82.76,0,2025-03-08
428,Chicago,Chicago,Normal,Male,Shampoo,Household,17.1,4,4.79,73.19,0,2025-03-09
429,Chicago,Chicago,Normal,Female,Detergent,Beverages,1.72,13,1.57,23.93,0,2025-03-10
430,Chicago,Chicago,Normal,Female,Apple,Beverages,17.88,13,16.27,248.71,0,2025-03-11
431,Chicago,Chicago,Member,Female,Apple,Stationery,16.24,1,1.14,17.38,1,2025-03-12
432,Chicago,Chicago,Member,Male,Notebook,Beverages,12.83,5,4.49,68.64,6,2025-03-13
433,Los Angeles,Los Angeles,Normal,Female,Shampoo,Personal Care,20.8,15,21.84,333.84,0,2025-03-14
434,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Household,13.78,5,4.82,73.72,0,2025-03-15
435,New York,New York,Normal,Female,Shampoo,Fruits,17.32,14,16.97,259.45,0,2025-03-16
436,Los Angeles,Los Angeles,Member,Male,Orange Juice,Personal Care,20.09,8,11.25,171.97,17,2025-03-17
437,Los Angeles,Los Angeles,Member,Male,Detergent,Fruits,13.92,11,10.72,163.84,16,2025-03-18
438,New York,New York,Member,Male,Shampoo,Beverages,15.48,3,3.25,49.69,4,2025-03-19
439,New York,New York,Normal,Female,Orange Juice,Personal Care,8.36,8,4.68,71.56,0,2025-03-20
440,Chicago,Chicago,Member,Female,Notebook,Personal Care,6.09,3,1.28,19.55,1,2025-03-21
441,Chicago,Chicago,Normal,Male,Shampoo,Stationery,16.82,3,3.53,53.99,0,2025-03-22
442,Chicago,Chicago,Normal,Female,Shampoo,Household,8.01,14,7.85,119.99,0,2025-03-23
443,Chicago,Chicago,Member,Female,Notebook,Fruits,12.01,9,7.57,115.66,11,2025-03-24
444,Los Angeles,Los Angeles,Normal,Female,Apple,Beverages,8.19,8,4.59,70.11,0,2025-03-25
445,Los Angeles,Los Angeles,Member,Female,Shampoo,Stationery,16.37,2,2.29,35.03,3,2025-03-26
446,Los Angeles,Los Angeles,Normal,Male,Shampoo,Personal Care,10.61,20,14.85,227.05,0,2025-03-27
447,New York,New York,Member,Male,Notebook,Fruits,20.91,14,20.49,313.23,31,2025-03-28
448,New York,New York,Normal,Male,Apple,Stationery,15.32,9,9.65,147.53,0,2025-03-29
449,Los Angeles,Los Angeles,Member,Female,Orange Juice,Beverages,8.89,12,7.47,114.15,11,2025-03-30
450,Los Angeles,Los Angeles,Normal,Male,Apple,Stationery,19.55,15,20.53,313.78,0,2025-03-31
451,New York,New York,Normal,Female,Notebook,Household,11.16,10,7.81,119.41,0,2025-04-01
452,New York,New York,Normal,Male,Apple,Stationery,16.43,5,5.75,87.9,0,2025-04-02
453,New York,New York,Normal,Male,Detergent,Household,16.77,3,3.52,53.83,0,2025-04-03
454,Los Angeles,Los Angeles,Normal,Male,Apple,Personal Care,7.23,4,2.02,30.94,0,2025-04-04
455,Chicago,Chicago,Member,Male,Detergent,Personal Care,9.64,16,10.8,165.04,16,2025-04-05
456,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Beverages,13.12,8,7.35,112.31,0,2025-04-06
457,Los Angeles,Los Angeles,Member,Male,Apple,Beverages,13.3,3,2.79,42.69,4,2025-04-07
458,New York,New York,Member,Male,Apple,Beverages,9.6,14,9.41,143.81,14,2025-04-08
459,New York,New York,Normal,Male,Apple,Household,4.37,15,4.59,70.14,0,2025-04-09
460,New York,New York,Normal,Female,Shampoo,Stationery,9.94,1,0.7,10.64,0,2025-04-10
461,New York,New York,Normal,Female,Orange Juice,Household,4.38,11,3.37,51.55,0,2025-04-11
462,Los Angeles,Los Angeles,Member,Male,Apple,Household,10.18,9,6.41,98.03,9,2025-04-12
463,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Household,12.64,1,0.88,13.52,0,2025-04-13
464,Los Angeles,Los Angeles,Normal,Male,Apple,Beverages,12.9,11,9.93,151.83,0,2025-04-14
465,Los Angeles,Los Angeles,Member,Female,Orange Juice,Personal Care,17.27,19,22.97,351.1,35,2025-04-15
466,Los Angeles,Los Angeles,Member,Male,Shampoo,Beverages,18.14,6,7.62,116.46,11,2025-04-16
467,Los Angeles,Los Angeles,Member,Female,Orange Juice,Fruits,19.87,7,9.74,148.83,14,2025-04-17
468,Los Angeles,Los Angeles,Normal,Female,Orange Juice,Household,10.5,7,5.15,78.65,0,2025-04-18
469,Chicago,Chicago,Normal,Male,Notebook,Fruits,15.98,6,6.71,102.59,0,2025-04-19
470,Los Angeles,Los Angeles,Normal,Female,Notebook,Beverages,2.97,1,0.21,3.18,0,2025-04-20
471,Chicago,Chicago,Member,Female,Notebook,Fruits,1.52,8,0.85,13.01,1,2025-04-21
472,New York,New York,Normal,Female,Shampoo,Beverages,5.38,11,4.14,63.32,0,2025-04-22
473,Chicago,Chicago,Member,Male,Apple,Beverages,12.89,12,10.83,165.51,16,2025-04-23
474,Los Angeles,Los Angeles,Normal,Male,Shampoo,Stationery,4.94,5,1.73,26.43,0,2025-04-24
475,Chicago,Chicago,Member,Male,Orange Juice,Personal Care,18.18,17,21.63,330.69,33,2025-04-25
476,Los Angeles,Los Angeles,Normal,Female,Detergent,Stationery,7.95,1,0.56,8.51,0,2025-04-26
477,Los Angeles,Los Angeles,Normal,Female,Notebook,Fruits,11.44,6,4.8,73.44,0,2025-04-27
478,New York,New York,Normal,Male,Notebook,Beverages,20.39,1,1.43,21.82,0,2025-04-28
479,Los Angeles,Los Angeles,Member,Female,Apple,Personal Care,18.9,3,3.97,60.67,6,2025-04-29
480,Chicago,Chicago,Normal,Male,Notebook,Stationery,14.42,10,10.09,154.29,0,2025-04-30
481,New York,New York,Member,Female,Notebook,Beverages,9.65,11,7.43,113.58,11,2025-05-01
482,Chicago,Chicago,Normal,Male,Detergent,Beverages,12.14,17,14.45,220.83,0,2025-05-02
483,Chicago,Chicago,Member,Male,Apple,Household,10.7,11,8.24,125.94,12,2025-05-03
484,New York,New York,Normal,Male,Orange Juice,Household,11.66,12,9.79,149.71,0,2025-05-04
485,Chicago,Chicago,Normal,Female,Orange Juice,Household,12.57,16,14.08,215.2,0,2025-05-05
486,Los Angeles,Los Angeles,Normal,Female,Apple,Stationery,1.51,2,0.21,3.23,0,2025-05-06
487,New York,New York,Normal,Male,Apple,Household,8.28,9,5.22,79.74,0,2025-05-07
488,New York,New York,Member,Male,Detergent,Personal Care,10.1,20,14.14,216.14,21,2025-05-08
489,Los Angeles,Los Angeles,Normal,Male,Notebook,Personal Care,6.03,5,2.11,32.26,0,2025-05-09
490,New York,New York,Member,Female,Orange Juice,Personal Care,20.15,6,8.46,129.36,12,2025-05-10
491,New York,New York,Normal,Male,Detergent,Beverages,1.4,10,0.98,14.98,0,2025-05-11
492,Los Angeles,Los Angeles,Member,Male,Apple,Stationery,14.04,11,10.81,165.25,16,2025-05-12
493,New York,New York,Normal,Male,Notebook,Stationery,17.02,20,23.83,364.23,0,2025-05-13
494,Los Angeles,Los Angeles,Normal,Male,Apple,Household,17.96,8,10.06,153.74,0,2025-05-14
495,New York,New York,Normal,Male,Notebook,Fruits,8.3,8,4.65,71.05,0,2025-05-15
496,Chicago,Chicago,Member,Male,Notebook,Stationery,1.7,12,1.43,21.83,2,2025-05-16
497,Chicago,Chicago,Member,Male,Notebook,Household,4.09,18,5.15,78.77,7,2025-05-17
498,Los Angeles,Los Angeles,Normal,Male,Detergent,Fruits,12.82,5,4.49,68.59,0,2025-05-18
499,Chicago,Chicago,Member,Female,Notebook,Personal Care,4.73,16,5.3,80.98,8,2025-05-19
500,Chicago,Chicago,Normal,Female,Shampoo,Fruits,17.48,14,17.13,261.85,0,2025-05-20
501,New York,New York,Normal,Male,Notebook,Personal Care,20.96,12,17.61,269.13,0,2025-05-21
502,Los Angeles,Los Angeles,Member,Male,Notebook,Beverages,12.33,6,5.18,79.16,7,2025-05-22
503,New York,New York,Normal,Female,Orange Juice,Beverages,16.24,20,22.74,347.54,0,2025-05-23
504,Los Angeles,Los Angeles,Normal,Male,Shampoo,Personal Care,2.73,6,1.15,17.53,0,2025-05-24
505,Chicago,Chicago,Member,Male,Detergent,Stationery,3.43,19,4.56,69.73,6,2025-05-25
506,Chicago,Chicago,Normal,Male,Apple,Fruits,14.14,12,11.88,181.56,0,2025-05-26
507,Los Angeles,Los Angeles,Normal,Male,Orange Juice,Fruits,5.17,15,5.43,82.98,0,2025-05-27
508,New York,New York,Member,Female,Orange Juice,Household,14.16,4,3.96,60.6,6,2025-05-28
509,Chicago,Chicago,Normal,Female,Orange Juice,Beverages,20.51,2,2.87,43.89,0,2025-05-29
510,Chicago,Chicago,Member,Female,Shampoo,Fruits,15.44,20,21.62,330.42,33,2025-05-30
511,New York,New York,Member,Female,Notebook,Personal Care,20.48,17,24.37,372.53,37,2025-05-31
512,Chicago,Chicago,Member,Male,Shampoo,Stationery,13.15,1,0.92,14.07,1,2025-06-01
513,Chicago,Chicago,Member,Female,Detergent,Household,1.35,1,0.09,1.44,0,2025-06-02
514,Los Angeles,Los Angeles,Normal,Male,Detergent,Stationery,18.09,6,7.6,116.14,0,2025-06-03
515,New York,New York,Normal,Male,Detergent,Beverages,8.75,8,4.9,74.9,0,2025-06-04
516,Los Angeles,Los Angeles,Normal,Female,Detergent,Household,1.81,17,2.15,32.92,0,2025-06-05
517,Chicago,Chicago,Member,Male,Shampoo,Stationery,6.19,8,3.47,52.99,5,2025-06-06
518,New York,New York,Member,Male,Detergent,Household,10.1,1,0.71,10.81,1,2025-06-07
519,Los Angeles,Los Angeles,Member,Female,Detergent,Household,6.51,9,4.1,62.69,6,2025-06-08
520,Chicago,Chicago,Member,Male,Apple,Household,1.88,3,0.39,6.03,0,2025-06-09
521,Chicago,Chicago,Normal,Female,Shampoo,Stationery,13.79,3,2.9,44.27,0,2025-06-10
522,Chicago,Chicago,Normal,Female,Notebook,Beverages,20.23,18,25.49,389.63,0,2025-06-11
523,Chicago,Chicago,Normal,Male,Apple,Household,17.8,2,2.49,38.09,0,2025-06-12
524,Los Angeles,Los Angeles,Member,Male,Detergent,Household,7.53,15,7.91,120.86,12,2025-06-13
525,Los Angeles,Los Angeles,Normal,Female,Shampoo,Fruits,9.51,12,7.99,122.11,0,2025-06-14
526,Chicago,Chicago,Normal,Female,Detergent,Household,1.68,7,0.82,12.58,0,2025-06-15
527,New York,New York,Member,Male,Apple,Personal Care,12.2,16,13.66,208.86,20,2025-06-16
528,Los Angeles,Los Angeles,Member,Female,Detergent,Stationery,6.04,13,5.5,84.02,8,2025-06-17
529,Los Angeles,Los Angeles,Normal,Female,Shampoo,Beverages,1.63,13,1.48,22.67,0,2025-06-18
530,Chicago,Chicago,Normal,Female,Detergent,Fruits,10.77,18,13.57,207.43,0,2025-06-19
531,Los Angeles,Los Angeles,Normal,Male,Detergent,Household,9.67,18,12.18,186.24,0,2025-06-20
532,New York,New York,Normal,Male,Shampoo,Stationery,17.53,8,9.82,150.06,0,2025-06-21
533,New York,New York,Member,Male,Orange Juice,Personal Care,4.96,11,3.82,58.38,5,2025-06-22
534,New York,New York,Normal,Male,Detergent,Fruits,7.84,3,1.65,25.17,0,2025-06-23
535,Chicago,Chicago,Member,Male,Notebook,Fruits,17.4,8,9.74,148.94,14,2025-06-24
536,Chicago,Chicago,Normal,Male,Apple,Stationery,12.52,5,4.38,66.98,0,2025-06-25
